"id","service_name","belong_area","org_name","apply_condition","service_level","contact_telephone","apply_materials","apply_end_time","apply_start_time","address","cash_standard","cash_way","policy_term","service_procedure","policy_type","create_dept_name"
"1681930612190650369",高企培育企业奖励,宣城市,经开区,"1.首次申报高新技术培育企业入库通过的
2.首次推荐申报高新技术企业的
3.首次申报高新技术企业认定通过的
4.到期后重新申报高新技术企业认定通过的
5.每年申报科技型中小企业评价通过的",,,,"2023-12-31","2022-01-01",,对首次申报高新技术培育企业入库通过的给予一次性奖励5万元，对首次推荐申报高新技术企业的，给予一次性5万元奖励，对首次申报高新技术企业认定通过的给予一次性奖励20万元，到期后重新申报高新技术企业认定通过的给予一次性奖励10万元。对每年申报科技型中小企业评价通过的给予1万元奖励。,直接兑现,,,,宣城经济技术开发区科技和人才局
"1681949061751152641",省股交中心（科创板）股改奖补（市级资金）,黄山市,金融部门,"1.在我县注册设立或投资的企业
2.符合以下条件之一：
（1）已（拟）在境内外主要交易所市场首发上市企业。
（2）具有良好成长性且符合我县产业发展方向，将注册地迁入我县，且承诺5年内不迁出的上市公司。
（3）已（拟）在全国中小企业股份转让系统（简称“新三板”）挂牌企业。
（4）在安徽省股权托管交易中心（简称“四板”）挂牌企业。
（6）首次完成债券融资的民营企业。",,,,,"2023-01-01",,县财政给予一次性奖补3万元。,直接兑现,,,"1",歙县财政局
"1682300076065685505",超比例安排残疾人就业用人单位奖励补贴,滁州市,其他部门,用人单位(不含已享受残疾人集中就业税收优惠的企业)超过省政府第165号令规定比例安排残疾人就业，与残疾人签订1年（及以上）劳动合同且按规定为其缴纳社会保险费用，并支付不低于当地最低工资标准报酬,,,,,"2023-01-01",,按每超比例1人不低于3000元给予用人单位奖励补贴,一键确认,,,"1",滁州市残疾人联合会
"1682319016028405762", 奖励重大文化品牌（省级文化产业示范园区）,铜陵市,其他部门,获得省级文化产业示范园区，奖励50万元,,,,"2023-08-23","2023-04-01",,获得宣传文化等相关部门设立的全国性、省级重大文化产业类奖项，分别奖励15万元、10万元。,一键确认,,,"1",中共铜陵市委宣传部
"1682321941446393857",新认定国家知识产权示范企业奖励,铜陵市,市监部门,免申报，企业列入国家知识产权示范企业。,,,,"2023-12-31","2023-01-01",,对列入国家知识产权示范企业一次性补助30万元,一键确认,,,"1",铜陵市市场监督管理局
"1682324451892527105",《企业知识产权管理规范国家标准》认证奖励,铜陵市,市监部门,免申报，企业知识产权管理体系贯标认证需要经市知识产权局备案，且通过《企业知识产权管理规范国家标准》认证。,,,,"2023-12-31","2023-01-01",,对通过《企业知识产权管理规范国家标准》认证的企业，给予一次性奖励5万元。,一键确认,,,"1",铜陵市市场监督管理局
"1683300477383282689",“食安安徽”品牌认证,铜陵市,市监部门,获得2023年度“食安安徽”品牌认证的食品生产经营企业,,,,"2024-12-20","2024-07-01",,对获得“食安安徽”品牌认证的食品生产经营企业，给予3万元奖励。,一键确认,,,"1",铜陵市市场监督管理局
"1683310761875410945",国家、省级知识产权示范企业认定奖励,宣城市,市监部门,新认定的知识产权示范、优势企业,,,,"2025-12-31","2025-01-01",,"对新认定的国家知识产权示范、优势企业,分别一次性奖励10万元、8万元;对新认定的省知识产权示范、优势企业，分 别一次性奖励8万元、5万元;对新认定的市知识产权示范、优势企业，分别一次性奖励5万元、3万元;结合企业专利的PCT 申请情况，开展县级知识产权示范、优势企业评选，对认定的县 级知识产权示范、优势企业，按年度分别一次性奖励3万元、1万元。",直接兑现,,,"1",泾县
"1683320962821197825",制定国际标准奖励（主导）,铜陵市,市监部门,铜陵市(县、区)注册(登记或依法设立)的企业，且主导制定（排名第一）国际标准。,,,,"2023-09-20","2023-01-01",,对主导制定（排名第一）国际标准的单位，给予每项标准一次性奖励100万元。,一键确认,,,"1",铜陵市市场监督管理局
"1683337627193643009",新获危害分析与关键控制点体系认证（HACCP）项目奖补,铜陵市,市监部门,新获危害分析与关键控制点体系认证（HACCP）食品企业,,,,"2024-12-31","2023-03-14",,对新获危害分析与关键控制点体系认证（HACCP)食品企业的单位，给予10万元奖励。奖补资金由市级财政承担。,一键确认,,,"1",铜陵市市场监督管理局
"1683382661616046081",制造业小微企业首次通过质量管理体系认证奖励,铜陵市,市监部门,免申即享，免申报。制造业小微企业首次通过质量管理体系认证的即可享受。,,,,"2023-10-31","2023-05-05",,对制造业小微企业首次通过质量管理体系认证的，奖励8000元,一键确认,,,"1",铜陵市市场监督管理局
"1683390734346817537",标准化良好行为企业奖励（5A级）,铜陵市,市监部门,在铜陵市（县、区）注册（登记或依法设立）的企业，且通过标准化良好行为AAAAA级确认。,,,,"2023-09-20","2023-01-01",,对通过标准化良好行为AAAAA级确认的单位，给予一次性奖励12万元，对由低等级升为高等级的，只奖励差额部分。,一键确认,,,"1",铜陵市市场监督管理局
"1683393213536997377",采用国际标准奖励,铜陵市,市监部门,在铜陵市（县、区）注册（登记或依法设立）的企业，且对产品采用国际标准或者国外先进标准并在对标达标平台发布的企业。,,,,"2023-09-20","2023-01-01",,对产品采用国际标准或国外先进标准并在对标达标平台发布的企业，每项标准给予一次性奖励2万元。同一企业当年度最高奖励金额不超过10万元。,限时办理,,,"1",铜陵市市场监督管理局
"1683394674039787521",标准化试点示范项目奖励（国家级）,铜陵市,市监部门,铜陵市(县、区)注册(登记或依法设立)的企业，且通过国家级标准化试点示范项目验收。,,,,"2023-09-20","2023-01-01",,对通过国家级标准化试点示范项目验收的单位，给予一次性奖励15万元。,一键确认,,,"1",铜陵市市场监督管理局
"1683398481540878338",制定国家标准奖励（主导）,铜陵市,市监部门,铜陵市(县、区)注册(登记或依法设立)的企业，主导制定（排名第一）国家标准。,,,,"2023-09-20","2023-01-01",,"对主导制定（排名第一）国家标准的单位，给予每项标准一次性奖励30万元。
除国际标准外，在同一年度内对同一单位的标准起草奖励资金总额不超过45万元。",一键确认,,,"1",铜陵市市场监督管理局
"1683398647413018625",新获AAA级测量管理体系认证的奖励,铜陵市,市监部门,新获AAA级测量管理体系认证的企业。,,,,"2024-12-31","2024-06-01",,给予一次性奖励3万元。,一键确认,,,"1",铜陵市市场监督管理局
"1683400490046263298",制定行业标准奖励（主导）,铜陵市,市监部门,铜陵市(县、区)注册(登记或依法设立)的企业，且主导起草（排名第一）行业标准。,,,,"2023-09-20","2023-01-01",,"主导起草（排名第一）行业标准的单位，给予每项标准一次性奖励20万元。
除国际标准外，在同一年度内对同一单位的标准起草奖励资金总额不超过45万元。",一键确认,,,"1",铜陵市市场监督管理局
"1683403443297652738",制定安徽省地方标准奖励（主导）,铜陵市,市监部门,铜陵市(县、区)注册(登记或依法设立)的企业，且主导制定（排名第一）安徽省地方标准。,,,,"2023-09-20","2023-01-01",,"对主导制定（排名第一）安徽省地方标准的单位，给予每项标准一次性奖励5万元。
除国际标准外，在同一年度内对同一单位的标准起草奖励资金总额不超过45万元。",一键确认,,,"1",铜陵市市场监督管理局
"1683405224924745729",制定国际标准奖励（参与）,铜陵市,市监部门,铜陵市(县、区)注册(登记或依法设立)的企业，且参与制定国际标准（排名2-5）。,,,,"2023-09-20","2023-01-01",,对参与制定（排名2—5）国际标准的单位，给予每项标准一次性奖励25万元，同一项标准有2个或以上单位符合条件的，仅对排名最靠前的1个单位给予奖励。,一键确认,,,"1",铜陵市市场监督管理局
"1683636127684956161",制定国家标准奖励（参与）,铜陵市,市监部门,铜陵市(县、区)注册(登记或依法设立)的企业，且参与国家标准（排名2-5）制定。,,,,"2023-09-20","2023-01-01",,参与制定国家标准的单位（排名2-5），给予每项标准一次性奖励10万元，同一项标准有2个或以上单位符合条件的，仅对排名最靠前的1个单位给予奖励。除国际标准外，在同一年度内对同一单位的标准起草奖励资金总额不超过45万元。,一键确认,,,"1",铜陵市市场监督管理局
"1683637091389214722",制定行业标准奖励（参与）,铜陵市,市监部门,铜陵市(县、区)注册(登记或依法设立)的企业，且参与制定（排名2-5）行业标准。,,,,"2023-09-20","2023-01-01",,"对参与制定（排名2—5）行业标准的单位，给予每项标准一次性奖励5万元，同一项标准有2个或以上单位符合条件的，仅对排名最靠前的1个单位给予奖励。
除国际标准外，在同一年度内对同一单位的标准起草奖励资金总额不超过45万元。",一键确认,,,"1",铜陵市市场监督管理局
"1683640514356514817",标准化试点示范项目奖励（省级）,铜陵市,市监部门,铜陵市(县、区)注册(登记或依法设立)的企业，且通过省级标准化试点示范项目验收。,,,,"2023-09-20","2023-01-01",,对通过省级标准化试点示范项目验收的单位，给予一次性奖励10万元。,一键确认,,,"1",铜陵市市场监督管理局
"1683641684294701057",标准化良好行为企业奖励（4A级）,铜陵市,市监部门,铜陵市(县、区)注册(登记或依法设立)的企业，且通过标准化良好行为AAAA级确认。,,,,"2023-09-20","2023-01-01",,对通过标准化良好行为AAAA级确认的单位，给予一次性奖励10万元，对由低等级升为高等级的，只奖励差额部分。,一键确认,,,"1",铜陵市市场监督管理局
"1683645986920796162",标准化良好行为企业奖励（3A级）,铜陵市,市监部门,铜陵市(县、区)注册(登记或依法设立)的企业，且通过标准化良好行为AAA级确认。,,,,"2023-09-20","2023-01-01",,对通过标准化良好行为AAA级确认的单位，给予一次性奖励6万元，对由低等级升为高等级的，只奖励差额部分。,一键确认,,,"1",铜陵市市场监督管理局
"1683647179231399938",标准化良好行为企业奖励（2A级）,铜陵市,市监部门,铜陵市(县、区)注册(登记或依法设立)的企业，并通过标准化良好行为AA级确认。,,,,"2023-09-20","2023-01-01",,对通过标准化良好行为AA级确认的单位，给予一次性奖励3万元。,一键确认,,,"1",铜陵市市场监督管理局
"1683671341685608450","2023年度省制造业融资财政贴息专项资金",宣城市,发改部门,"1.对制造业项目贷款。原则上为固定资产贷款，不包括企业日常经营流动资金贷款，支持从2020年1月1日起签订合同并发生利息的投资项目贷款。2.对纳入制造业融资财政贴息专项支持范围的其他项目，包括新能源汽车和智能网联汽车产业补短板项目、氢能应用示范项目、中药材良种警育其地，""十大皖药""产业示范基地建设，中药深加工产品研发制造、合肥区域性中药研发基地建设、区域中药院内制剂制备中心建设等，支持从2022年1月1日起签订并发生利息的投资项目贷款。",,,,"2023-07-31","2023-07-17",,省县各一半,直接兑现,,,"1",绩溪县发改委
"1684122058026106881",生猪屠宰环节病害猪无害化处理补贴,黄山市,"生态部门,农业部门","符合以下情况之一：
（1）对病害猪进行无害化处理的生猪定点屠宰企业。
（2）对病害猪进行无害化处理的其他企业。",,,,,"2014-07-29",,"对病害猪进行无害化处理的生猪定点屠宰企业（或其他处理企业），补贴标准为80元/头。
",直接兑现,,,"1",黄山市徽州区农业农村局
"1684468718220591105",工业项目招商引资奖励,宣城市,招商投资促进中心,在泾县境内投资、注册、纳税，符合国家产业、环保、节能、安全政策及泾县主导产业发展方向，按合同约定完成建设的工业项目（不含小水电、风电、光伏发电、矿产资源开采类等项目，下同）。其中，单独供地项目固定资产投资不低于1000万元，租赁厂房生产项目固定资产投资不低于300万元。,,,,"2023-12-31","2023-01-01",,"1.财政奖补。对单独供地项目：新引进企业在合同约定建设期限内，按所缴纳城镇土地使用税100%给予企业基础设施建设补助；建成投产项目，自企业首次缴纳增值税的下一年度起，达到合同约定投资强度或税收贡献的，按企业缴纳的增值税、企业所得税的地方留成部分，实行“前3年全额补助、后2年减半补助”。对租赁厂房生产项目：自企业首次缴纳增值税的下一年度起，达到合同约定投资强度或税收贡献的，按企业缴纳的增值税、企业所得税的地方留成部分，实行“前3年60%补助、后2年30%补助”。以上奖励，全部用于企业扩大再生产、科技创新或新产品研发等。 2.基础设施建设补助。对我县主导产业类项目和重大招商引资项目，实行土地优先供给。对落户县经济开发区的新建主导产业、配套产业及其他项目，在约定的建设期限内完成建设并投产后，分别按4万元/亩、3万元/亩、2万元/亩标准给予企业基础设施建设补助；对落户县经济开发区以外的新建主导产业项目、其他项目，在约定的建设期限内完成建设并投产后，分别按2万元/亩、1万元/亩标准给予企业基础设施建设补助。 3.租赁厂房补助。对经项目所在乡镇或县经济开发区备案批准后租赁厂房生产的项目，按实际生产使用面积，参照项目所在地市场价核定租赁费用，在项目建成投产后3年内给予相应补助：企业每平方米年税收达到80元、150元、200元及以上的，分别按年核定租金的30%、60%、100%给予补助。",直接兑现,,,"1",泾县
"1684472225711505409",高新技术企业认定奖励,六安市,科技部门,符合科技部、财政部、国家税务总局出台的《高新技术企业认定管理办法》规定的条件，已获得认定的高新技术企业。截止2023年底，纳税登记、工商注册、统计关系均在金安区。,,,,,"2024-06-25",,对当年首次认定的国家高新技术企业，给予20万元一次性奖补，其中属规上的再增加10万元奖励。,一键确认,,,"1",科技局科协（地震局）
"1684480441413517314","2021高新技术企业奖励",阜阳市,科技部门,当年认定的，或当年由外市整体迁到阜阳、有效期内的高新技术企业。,,,,,"2021-01-01",,对当年新认定及第2次通过认定的高新技术企业给予10万元奖励，对连续3次及以上通过认定的给予20万元奖励。对当年由市外整体迁到阜阳、有效期内的高新技术企业，给予20万元奖励。,直接兑现,,,"1",阜阳市科学技术局
"1684750424416698370",支持制造业数字化绿色化协同,阜阳市,工信部门,"获评国家级绿色工厂、绿色供应链管理企业、环保装备制造业规范条件企业、重
点用能行业能效“领跑者”企业、重点用水企业水效“领跑者”、
资源综合利用“领跑者”企业、工业废水循环利用试点企业",,,,"2025-12-31","2023-02-27",,分别一次性奖补 100 万元。,直接兑现,,,"1",阜阳市工业和信息化局
"1684752127572557825",支持省级典型示范奖补,阜阳市,工信部门,符合条件的省级典型示范项目,,,,"2025-12-31","2023-02-27",,对符合条件的 省级典型示范项目，按项目设备、工业软件购置额，给予最高 10% 的奖补，单个项目最高奖补 500 万元。,一键确认,,,"1",阜阳市工业和信息化局
"1684753938941460482",支持制造业数字化转型示范园区,阜阳市,工信部门,数字化改造园区样板园区。,,,,"2025-12-31","2023-02-27",,鼓励省级及以上工 业园区联合工业互联网平台及数字化转型服务商，针对园区优势 产业，制定“一区一业一样板”数字化转型总体工作方案，明确 目标任务，推动数字化全面提升。每年支持建设一批数字化改造 园区样板，并对每个符合条件的样板给予最高 2000 万元的奖补。,一键确认,,,"1",阜阳市工业和信息化局
"1684755600720510977",支持数字化改造贷款贴息项目,阜阳市,工信部门,对企业为实施数字化改造项目获得的 1 年期及以上项目贷款。,,,,"2025-12-31","2023-02-27",,对企业为实施数字化改造项目获得的 1 年期及以上项目贷款，按照同期贷款银行市场报价利率 40% 给予贴息，单个项目贴息期不超过 3 年，最高 500 万元。,一键确认,,,"1",阜阳市工业和信息化局
"1684756599719837698",支持企业开展设备融资租赁业务,阜阳市,工信部门,企业通过 融资租赁方式购置设备进行数字化改造，对期限在 3 年期及以上 的设备融资租赁业务,,,,"2025-12-31","2023-02-27",,支持企业通过 融资租赁方式购置设备进行数字化改造，对期限在 3 年期及以上 的设备融资租赁业务，按照实际支付融资租赁租息的 40%给予贴 息，单个项目贴息期不超过 2 年，最高 300 万元。,一键确认,,,"1",阜阳市工业和信息化局
"1684760999628619777",国家级专精特新“小巨人”企业奖补,阜阳市,工信部门,国家级专精特新“小巨人”企业。,,,,,"2021-01-23",,"2021-2025年，中央财政累计安排100亿元以上奖补资金，引导地方完善扶持政策和公共服务体系，分三批（每批不超过三年）重点支持1000余家国家级专精特新“小巨人”企业（以下简称重点“小巨人”企业）高质量发展，促进这些企业发挥示范作用，并通过支持部分国家（或省级）中小企业公共服务示范平台（以下简称公共服务示范平台）强化服务水平，聚集资金、人才和技术等资源，带动1万家左右中小企业成长为国家级专精特新“小巨人”企业。",一键确认,,,"1",阜阳市工业和信息化局
"1684764880672636929",奖补获得“创客中国”安徽赛区一、二、三等奖项目,阜阳市,工信部门,"①本年度“创客中国”安徽省中小企业创新创业大赛一、二、三等奖获奖项目；
②企业类项目为省内注册企业；
③创客类项目必须在省内完成企业注册。",,,,,"2022-02-21",,对获得“创客中国”安徽省中小企业创新创业大赛一、二、三等奖的项目，每个分别奖补50万元、25万元、10万元。,一键确认,,,"1",阜阳市工业和信息化局
"1684767748980981762",快递业务量奖补,铜陵市,其他部门,"1.独立许可快递企业及企业总部在我市设立直营分支机构  2.年出港件达到50万件以上，且较上一年增长10％以上的",,,,"2023-06-30","2023-05-01",,"对独立许可快递企业及企业总部在我市设立直营分支机构的，年出港件达到50万件以上，且较上一年增长10％以上的，给予出港件每件0.2元补助（同一企业年最高补助30万元）。
",一键确认,,,"1",铜陵市邮政管理局
"1684771090889162753",奖补国家级小微企业创业创新示范基地,阜阳市,工信部门,工业和信息化部认定的国家级小微企业创业创新基地，省工业和信息化厅等部门认定的省级小微企业创业基地。,,,,,"2018-11-28",,对国家级小微企业创业创新基地给予一次性奖补100万元；对省级小微企业创业基地择优给予一次性奖补50万元。,一键确认,,,"1",阜阳市工业和信息化局
"1684772304943038465",奖补国家中小企业公共服务示范平台,阜阳市,工信部门,由省工业和信息化厅推荐上报并获工业和信息化部认定的上一年度国家中小企业公共服务示范平台。省综合服务平台和各市工信部门明确的承担本地区中小企业综合服务网络平台建设、运营、管理的市级综合服务平台。,,,,,"2018-11-24",,对国家级中小企业公共服务示范平台奖补100万元。对省市综合服务平台奖补50万元。,一键确认,,,"1",阜阳市工业和信息化局
"1684778478379712513",失业保险稳岗返还政策,宣城市,人社部门,在本县参保的企业、社会团体、基金会、社会服务机构、律师事务所、会计师事务所、以单位形式参保的个体工商户。,,,,,"2023-06-05",,中小微企业、社会团体、基金会、社会服务机构、律师事务所、会计师事务所、以单位形式参保的个体工商户按照单位及其职工上年度实际缴纳失业保险费总额的60%返还。,直接兑现,,,"1",郎溪县人力资源和社会保障局
"1684821132320686081", 快递进村到港件投递奖补,铜陵市,其他部门,我市寄递企业到港件投递到行政村服务网点,,,,"2023-06-30","2023-05-01",,对我市寄递企业到港件投递到行政村服务网点的，给予每件0.3元补助（同一企业年最高补助20万元）。,一键确认,,,"1",铜陵市邮政管理局
"1684830776054435842",鼓励工业企业上台阶——营业收入首次突破10亿元的制造业企业,铜陵市,工信部门,营业收入首次突破10亿元的制造业企业。,,,,"2024-09-30","2024-08-01",,给予一次性奖励20万元。,一键确认,,,"1",铜陵市工业和信息化局
"1684831473906929665",鼓励工业企业上台阶——营业收入首次突破20亿元的制造业企业,铜陵市,工信部门,营业收入首次突破20亿元的制造业企业。,,,,"2024-09-30","2024-08-01",,给予一次性奖励30万元。,一键确认,,,"1",铜陵市工业和信息化局
"1684832211957633026",鼓励工业企业上台阶——营业收入首次突破50亿元的制造业企业,铜陵市,工信部门,营业收入首次突破50亿元的制造业企业。,,,,"2024-09-30","2024-08-01",,给予一次性奖励50万元。,一键确认,,,"1",铜陵市工业和信息化局
"1684832781116297217",鼓励工业企业上台阶——营业收入首次突破100亿元的制造业企业,铜陵市,工信部门,营业收入首次突破100亿元的制造业企业。,,,,"2024-09-30","2024-08-01",,给予一次性奖励100万元。,一键确认,,,"1",铜陵市工业和信息化局
"1684835601643130882",总部企业办公用房补贴,黄山市,招商投资促进中心,"（一）基本条件
1．在我市注册、纳税，具备独立法人资格、实行独立核算的企业；
2．在市外拥有（全资或控股）2个（含）以上子公司（分公司），或被母公司授权履行区域（功能）管理职能；
3．企业及其主要控股股东近两年均无严重失信行为。
（二）满足基本条件基础上，符合以下条件之一的，且上年度缴纳增值税、企业所得税税收贡献额1000万元（含）以上的，可直接认定为总部经济企业：
1．世界500强企业、中国企业500强、中国民营企业500强、中国服务业企业500强、中国零售企业100强、中国互联网企业100强、中国软件企业100强的总部、区域总部或功能总部；
2．国务院国资委管理的中央企业的总部、区域总部、功能总部、一级或二级子公司；
3．美国、香港等境外主要证券交易市场上市公司，国内主板、创业板、科创板挂牌上市公司的总部、区域总部或功能总部；
4．属于国家“十四五”发展规划的战略性新兴产业领域、科技前沿攻关领域，研发能力居于全国行业领先水平，在所属行业排名全国前50名或营业收入全国前50名的总部、区域总部或功能总部；
5．已获得各省行业主管部门认定的瞪羚企业、独角兽企业、“专精特新”企业、“专精特新”小巨人企业等企业的总部。
（三）不满足直接认定条件的企业，在符合基本条件基础上，同时具备（或承诺落户一年内具备）以下全部条件，可认定为总部经济企业（不含房地产企业）：
1．实缴注册资本金5000万元（含）以上；
2．迁入次年纳入本市统计的产值规模（营业收入）不低于10亿元；
3．年度缴纳增值税、企业所得税税收贡献额1500万元（含）以上的。",,,,,"2022-02-21",,总部企业在我市租用总部自用办公用房(不包括附属设施和配套用房)的，可按照实际租金的50%给予补助。最多不超过5年。总部企业在我市购买自用办公用房(不包括附属设施和配套用房)的，按实际购房成本的50%进行补助，分5年予以支持。,限时办理,,,"3",黄山市投资促进局
"1684836267467919361",国家级和省级示范企业奖补,阜阳市,发改部门,对获得国家级和省级示范的企业,,,,"2024-12-31","2018-10-12",,省相关专项资金按规定给予支持。,直接兑现,,,"1",阜阳市发展和改革委员会
"1684842905637670913",服务业重点项目补助,阜阳市,发改部门,"申报使用引导资金的项目〔事项）应具备以下条件：
（一）符合国家法律法规、产业政策和省服务业发展规划，具有较强的示范和带动作用；
（二）符合引导资金年度使用方向和支持重点；
（三）资金申报单位应具有独立法人资格，具有一定的经济实力、良好的经营业绩、规范的财务管理制度。项目法人一般是企业，公益性强的项目可以由事业单位作为项目法人；
（四）申报引导资金的项 目，用地、规划、环评等相关前期手续和自有资金、银行贷款 已落实，已经开工或能在当年开工，项目建设期为1-2年；
（五）对市、县安排配套资金的项 目（事项），优先给予支持；
（六）对国家及省级其他财政性资金支持过的项目（事项），原则上不予重复支持。
",,,,"2024-12-31","2016-06-02",,采用投资补助方式支持的单个项目（事项）资金安排额度最低不得少于100万元，支持比例按一般最高不超过总投资额度或总费用的10%。,直接兑现,,,"1",阜阳市发展和改革委员会
"1684857305056595970",一次性扩岗补助,宣城市,人社部门,招用2023届及离校两年内未就业普通高校毕业生、登记失业的16-24岁青年，签订劳动合同并为其缴纳失业、工伤、职工养老保险费1个月以上，且审核时处于正常参保缴费状态的企业。,,,,,"2023-07-31",,每招用1人按1000元标准发放一次性扩岗补助。一次性扩岗补助和一次性吸纳就业补贴政策不能重复享受。,直接兑现,,,"1",郎溪县人力资源和社会保障局
"1686187437700599810",鼓励外贸企业做大做强,宣城市,其他部门,对于当年度进出口额300万美元、500万美元、1000万美元、3000万美元以上且实现正增长的生产型企业，分别给予一次性10万元、20万元、30万元、50万元人民币奖励。对于进出口增量30万美元以上的生产型企业，给予每美元0.03元人民币奖励，单个企业奖励不超过50万元。对经开区进出口总额居前列且实现正增长的前三家企业授予“宣城经开区进出口特殊贡献奖”，分别给予20万元、15万元、10万元奖励。,,,,"2023-12-31","2023-01-01",,对于当年度进出口额300万美元、500万美元、1000万美元、3000万美元以上且实现正增长的生产型企业，分别给予一次性10万元、20万元、30万元、50万元人民币奖励。对于进出口增量30万美元以上的生产型企业，给予每美元0.03元人民币奖励，单个企业奖励不超过50万元。对经开区进出口总额居前列且实现正增长的前三家企业授予“宣城经开区进出口特殊贡献奖”，分别给予20万元、15万元、10万元奖励。,直接兑现,,,,宣城经济技术开发区经济发展局
"1686190116489318402",支持企业开拓国际市场,宣城市,其他部门,对企业参加境外展会并在商务部门备案的，给予参展企业最高2万元补助。（补贴金额不高于企业实际参展费用，同一企业年度补贴不高于10万元）,,,,"2023-12-31","2023-01-01",,对企业参加境外展会并在商务部门备案的，给予参展企业最高2万元补助。（补贴金额不高于企业实际参展费用，同一企业年度补贴不高于10万元）,直接兑现,,,,宣城经济技术开发区经济发展局
"1686194391156183041",市政府特殊津贴,阜阳市,人社部门,经批准的享受市政府特殊津贴人员,,,,,"2024-12-31",,一次性发放津贴1.6万元,直接兑现,,,"1",阜阳市人力资源和社会保障局
"1686200738283180034",市级标杆示范支持,芜湖市,工信部门,按《芜湖市工业互联网创新发展标杆示范培育标准分类导引》，列入市级标杆示范培育并经认定项目落地的企业，项目需通过验收审核。,,,,,"2023-08-01",,按《芜湖市工业互联网创新发展标杆示范培育标准分类导引》，列入市级标杆示范培育并经认定项目落地的企业，待项目经过验收审核后，给予标杆企业10万、示范企业5万的一次性奖励。,直接兑现,,,"1",繁昌区工信局
"1686201735441207298",鼓励企业树立出口品牌,宣城市,其他部门,对获得中国出口名牌的企业，每个品牌奖励10万元；对获得安徽省自主出口名牌的企业，每个品牌奖励5万元；对获得宣城市出口名牌的企业，每个品牌奖励2万元。对当年同时获得国家、省、市级出口名牌的企业，按最高标准奖励，不重复奖励。,,,,"2023-12-31","2023-01-01",,对获得中国出口名牌的企业，每个品牌奖励10万元；对获得安徽省自主出口名牌的企业，每个品牌奖励5万元；对获得宣城市出口名牌的企业，每个品牌奖励2万元。对当年同时获得国家、省、市级出口名牌的企业，按最高标准奖励，不重复奖励。,直接兑现,,,,宣城经济技术开发区经济发展局
"1686243909973233665","2023年失业保险稳岗返还",安徽省,人社部门,参保企业上年度未裁员或裁员率不高于上年度全国城镇调查失业率控制目标，30人（含）以下的参保企业裁员率不高于参保职工总数20%的，可申请失业保险稳岗返还。继续实施中小微企业稳岗返还资金“免申即享”。,,,,"2023-12-31","2023-06-12",,中小微企业按不超过企业及其职工上年度实际缴纳失业保险费的60%返还，大型企业按不超过30%返还。,一键确认,,,"3",安徽省人力资源和社会保障厅
"1686293294241206273","2024年失业保险稳岗返还",阜阳市,人社部门,"1.上年度依法参加失业保险并按规定缴纳失业保险费；
2.非严重违法失信受联合惩戒单位；
3.2023年未裁员或裁员率不高于同期全国城镇调查失业率控制目标5.5%，30人（含）以下的参保单位裁员率不高于参保职工总数的20%。",,,,"2024-12-31","2024-06-17",,参保企业上年度未裁员或裁员率不高于5.5%，30人（含）以下的参保企业裁员率不高于参保职工总数20%的，可申请失业保险稳岗返还。中小微企业按企业及其职工上年度实际缴纳失业保险费的60%返还，大型企业按30%返还。社会团体、基金会、社会服务机构、律师事务所、会计师事务所、以单位形式参保的个体工商户参照实施。继续实施中小微企业稳岗返还资金“免申即享”，对没有对公账户的用人单位，返还资金可直接拨付至其社会保险缴费账户或法人账户。失业保险稳岗返还政策实施期限截至2024年12月31日。,直接兑现,,,"1",阜阳市人力资源和社会保障局
"1686297603473330177","2023年度省制造业融资财政贴息专项资金",宣城市,发改部门,登记注册、税收户管地在安徽省内的企业，符合《产业结构调整指导目录（2019）年本》省内制造业新建和技术改造项目，2020年1月1日起签订并发生利息的投资项目贷款。,,,,"2025-01-01","2023-05-15",,以国家开发银行制造业优惠贷款利率为基准，贴息 40%， 采取省、市（县、区）差异化分担支持方式。其中，皖北地区 （六市四县）按照省：市（县、区）8:2 共担；其他地区按照省： 市（县、区）5:5 共担。单个项目贴息不超过 3 年，省、市（县、 区）合计贴息金额最高 5000 万元。省级贴息资金从省新兴产业 发展专项引导资金中予以安排。,直接兑现,,,"1",宣州区
"1686565863170473986",精品安徽央视宣传市级奖补,宣城市,工信部门,参加精品安徽央视宣传的企业，且已支付费用。,,,,"2023-12-31","2023-01-01",,市财政按30%给予宣传推广费用补助。,直接兑现,,,"1",宣城市经济和信息化局
"1686571129853149185",市政府质量奖奖励,阜阳市,市监部门,市政府质量奖获奖企业。,,,,,"2023-07-05",,每个企业一次性奖励50万元。,直接兑现,,,"1",阜阳市市场监督管理局
